0.000000e+00 -3.194809e-05
2.267574e-05 -2.527237e-05
4.535147e-05 -6.794930e-06
6.802721e-05 2.348423e-05
9.070295e-05 6.222725e-05
1.133787e-04 1.037121e-04
1.360544e-04 1.403093e-04
1.587302e-04 1.649857e-04
1.814059e-04 1.721382e-04
2.040816e-04 1.600981e-04
2.267574e-04 1.308918e-04
2.494331e-04 9.119511e-05
2.721088e-04 4.947186e-05
2.947846e-04 1.525879e-05
3.174603e-04 -3.576279e-06
3.401361e-04 -2.980232e-06
3.628118e-04 1.585484e-05
3.854875e-04 4.804134e-05
4.081633e-04 8.487701e-05
4.308390e-04 1.170635e-04
4.535147e-04 1.360178e-04
4.761905e-04 1.374483e-04
4.988662e-04 1.217127e-04
5.215420e-04 9.346008e-05
5.442177e-04 6.115437e-05
5.668934e-04 3.397465e-05
5.895692e-04 1.966953e-05
6.122449e-04 2.276897e-05
6.349206e-04 4.243851e-05
6.575964e-04 7.367134e-05
6.802721e-04 1.082420e-04
7.029478e-04 1.369715e-04
7.256236e-04 1.527071e-04
7.482993e-04 1.518726e-04
7.709751e-04 1.356602e-04
7.936508e-04 1.096725e-04
8.163265e-04 8.261204e-05
8.390023e-04 6.306171e-05
8.616780e-04 5.793571e-05
8.843537e-04 6.914139e-05
9.070295e-04 9.477139e-05
9.297052e-04 1.275539e-04
9.523810e-04 1.585484e-04
9.750567e-04 1.789331e-04
9.977324e-04 1.822710e-04
1.020408e-03 1.670122e-04
1.043084e-03 1.366138e-04
1.065760e-03 9.870529e-05
1.088435e-03 6.294250e-05
1.111111e-03 3.874302e-05
1.133787e-03 3.159046e-05
1.156463e-03 4.315376e-05
1.179138e-03 6.914139e-05
1.201814e-03 1.018047e-04
1.224490e-03 1.314878e-04
1.247166e-03 1.498461e-04
1.269841e-03 1.519918e-04
1.292517e-03 1.379251e-04
1.315193e-03 1.130104e-04
1.337868e-03 8.594990e-05
1.360544e-03 6.687641e-05
1.383220e-03 6.353855e-05
1.405896e-03 8.010864e-05
1.428571e-03 1.147985e-04
1.451247e-03 1.600981e-04
1.473923e-03 2.053976e-04
1.496599e-03 2.391338e-04
1.519274e-03 2.520084e-04
1.541950e-03 2.396107e-04
1.564626e-03 2.036095e-04
1.587302e-03 1.517534e-04
1.609977e-03 9.572506e-05
1.632653e-03 4.851818e-05
1.655329e-03 2.086163e-05
1.678005e-03 1.907349e-05
1.700680e-03 4.339218e-05
1.723356e-03 8.761883e-05
1.746032e-03 1.413822e-04
1.768707e-03 1.927614e-04
1.791383e-03 2.305508e-04
1.814059e-03 2.472401e-04
1.836735e-03 2.405643e-04
1.859410e-03 2.127886e-04
1.882086e-03 1.703501e-04
1.904762e-03 1.208782e-04
1.927438e-03 7.212162e-05
1.950113e-03 2.920628e-05
1.972789e-03 -4.887581e-06
1.995465e-03 -2.872944e-05
2.018141e-03 -4.053116e-05
2.040816e-03 -3.588200e-05
2.063492e-03 -5.364418e-06
2.086168e-03 6.556511e-05
2.108844e-03 1.962185e-04
2.131519e-03 4.075766e-04
2.154195e-03 7.177591e-04
2.176871e-03 1.137733e-03
2.199546e-03 1.665235e-03
2.222222e-03 2.282858e-03
2.244898e-03 2.956510e-03
2.267574e-03 3.638387e-03
2.290249e-03 4.271984e-03
2.312925e-03 4.800200e-03
2.335601e-03 5.173922e-03
2.358277e-03 5.360961e-03
2.380952e-03 5.352020e-03
2.403628e-03 5.164862e-03
2.426304e-03 4.841924e-03
2.448980e-03 4.445910e-03
2.471655e-03 4.049063e-03
2.494331e-03 3.723502e-03
2.517007e-03 3.526807e-03
2.539683e-03 3.492951e-03
2.562358e-03 3.624201e-03
2.585034e-03 3.889680e-03
2.607710e-03 4.229069e-03
2.630385e-03 4.561305e-03
2.653061e-03 4.797339e-03
2.675737e-03 4.856229e-03
2.698413e-03 4.678965e-03
2.721088e-03 4.239678e-03
2.743764e-03 3.551722e-03
2.766440e-03 2.665877e-03
2.789116e-03 1.664162e-03
2.811791e-03 6.437302e-04
2.834467e-03 -2.998114e-04
2.857143e-03 -1.092434e-03
2.879819e-03 -1.698256e-03
2.902494e-03 -2.134323e-03
2.925170e-03 -2.475262e-03
2.947846e-03 -2.854109e-03
2.970522e-03 -3.451943e-03
2.993197e-03 -4.485369e-03
3.015873e-03 -6.186485e-03
3.038549e-03 -8.782148e-03
3.061224e-03 -1.247394e-02
3.083900e-03 -1.742053e-02
3.106576e-03 -2.372479e-02
3.129252e-03 -3.142452e-02
3.151927e-03 -4.049087e-02
3.174603e-03 -5.083025e-02
3.197279e-03 -6.229210e-02
3.219955e-03 -7.468092e-02
3.242630e-03 -8.776999e-02
3.265306e-03 -1.013174e-01
3.287982e-03 -1.150825e-01
3.310658e-03 -1.288394e-01
3.333333e-03 -1.423876e-01
3.356009e-03 -1.555583e-01
3.378685e-03 -1.682135e-01
3.401361e-03 -1.802411e-01
3.424036e-03 -1.915461e-01
3.446712e-03 -2.020367e-01
3.469388e-03 -2.116158e-01
3.492063e-03 -2.201718e-01
3.514739e-03 -2.275809e-01
3.537415e-03 -2.337124e-01
3.560091e-03 -2.384464e-01
3.582766e-03 -2.416937e-01
3.605442e-03 -2.434193e-01
3.628118e-03 -2.436602e-01
3.650794e-03 -2.425371e-01
3.673469e-03 -2.402525e-01
3.696145e-03 -2.370740e-01
3.718821e-03 -2.333078e-01
3.741497e-03 -2.292589e-01
3.764172e-03 -2.251925e-01
3.786848e-03 -2.212974e-01
3.809524e-03 -2.176613e-01
3.832200e-03 -2.142625e-01
3.854875e-03 -2.109796e-01
3.877551e-03 -2.076163e-01
3.900227e-03 -2.039403e-01
3.922902e-03 -1.997223e-01
3.945578e-03 -1.947758e-01
3.968254e-03 -1.889817e-01
